variable,variable_en,variable_bm,sex,year,mean,median,recipients
negeri-sembilan,Negeri Sembilan,Negeri Sembilan,female,2020,2944.0,1918.0,136800
negeri-sembilan,Negeri Sembilan,Negeri Sembilan,female,2021,3031.6,2213.0,138000
pahang,Pahang ,Pahang ,female,2010,1533.0,1200.0,113900
pahang,Pahang ,Pahang ,female,2011,1627.0,1269.0,118500
pahang,Pahang ,Pahang ,female,2012,1669.0,1200.0,125700
pahang,Pahang ,Pahang ,female,2013,1919.0,1500.0,118700
pahang,Pahang ,Pahang ,female,2014,2009.0,1500.0,146200
pahang,Pahang ,Pahang ,female,2015,2047.0,1500.0,193800
pahang,Pahang ,Pahang ,female,2016,2131.0,1650.0,144600
pahang,Pahang ,Pahang ,female,2017,2456.0,2000.0,144900
pahang,Pahang ,Pahang ,female,2018,2712.0,1967.0,145200
pahang,Pahang ,Pahang ,female,2019,2813.0,1980.0,160200
pahang,Pahang ,Pahang ,female,2020,2819.0,1852.0,162700
pahang,Pahang ,Pahang ,female,2021,2761.2,1922.0,185400
pulau-pinang,Pulau Pinang ,Pulau Pinang ,female,2010,1791.0,1466.0,207800
pulau-pinang,Pulau Pinang ,Pulau Pinang ,female,2011,1867.0,1368.0,215800
pulau-pinang,Pulau Pinang ,Pulau Pinang ,female,2012,1893.0,1500.0,222500
pulau-pinang,Pulau Pinang ,Pulau Pinang ,female,2013,1927.0,1500.0,219700
pulau-pinang,Pulau Pinang ,Pulau Pinang ,female,2014,2154.0,1600.0,233100
pulau-pinang,Pulau Pinang ,Pulau Pinang ,female,2015,2217.0,1700.0,231600
pulau-pinang,Pulau Pinang ,Pulau Pinang ,female,2016,2424.0,2000.0,234700
pulau-pinang,Pulau Pinang ,Pulau Pinang ,female,2017,2512.0,2160.0,239600
pulau-pinang,Pulau Pinang ,Pulau Pinang ,female,2018,2549.0,2082.0,244300
pulau-pinang,Pulau Pinang ,Pulau Pinang ,female,2019,2800.0,2206.0,249500
pulau-pinang,Pulau Pinang ,Pulau Pinang ,female,2020,2741.0,1950.0,266500
pulau-pinang,Pulau Pinang ,Pulau Pinang ,female,2021,2991.3,2267.0,267900
perak,Perak,Perak,female,2010,1511.0,1000.0,191000
perak,Perak,Perak,female,2011,1518.0,1000.0,224300
perak,Perak,Perak,female,2012,1627.0,1100.0,222300
perak,Perak,Perak,female,2013,1677.0,1100.0,223000
perak,Perak,Perak,female,2014,1756.0,1200.0,251800
perak,Perak,Perak,female,2015,1947.0,1200.0,250900
perak,Perak,Perak,female,2016,2122.0,1500.0,256500
perak,Perak,Perak,female,2017,2240.0,1650.0,267900
perak,Perak,Perak,female,2018,2280.0,1640.0,273700
perak,Perak,Perak,female,2019,2452.0,1650.0,283600
perak,Perak,Perak,female,2020,2464.0,1514.0,267700
perak,Perak,Perak,female,2021,2617.1,1784.0,326300
perlis,Perlis,Perlis,female,2010,1688.0,1125.0,17700
perlis,Perlis,Perlis,female,2011,1710.0,1240.0,19100
perlis,Perlis,Perlis,female,2012,1620.0,900.0,19800
perlis,Perlis,Perlis,female,2013,1701.0,900.0,20400
perlis,Perlis,Perlis,female,2014,2099.0,1200.0,22400
perlis,Perlis,Perlis,female,2015,2397.0,1500.0,23000
perlis,Perlis,Perlis,female,2016,2225.0,1600.0,25000
perlis,Perlis,Perlis,female,2017,2589.0,2145.0,23700
perlis,Perlis,Perlis,female,2018,2805.0,1959.0,23200
perlis,Perlis,Perlis,female,2019,2847.0,1900.0,28000
perlis,Perlis,Perlis,female,2020,2730.0,1352.0,28700
perlis,Perlis,Perlis,female,2021,2709.2,1922.0,31200
selangor,Selangor,Selangor,female,2010,2269.0,1800.0,702200
selangor,Selangor,Selangor,female,2011,2096.0,1650.0,760300
selangor,Selangor,Selangor,female,2012,2279.0,2000.0,809100
selangor,Selangor,Selangor,female,2013,2447.0,2000.0,819700
selangor,Selangor,Selangor,female,2014,2602.0,2050.0,851600
selangor,Selangor,Selangor,female,2015,2843.0,2500.0,820000
selangor,Selangor,Selangor,female,2016,3016.0,2500.0,871300
selangor,Selangor,Selangor,female,2017,3198.0,2515.0,934600
selangor,Selangor,Selangor,female,2018,3419.0,2549.0,923900
selangor,Selangor,Selangor,female,2019,3621.0,2788.0,1050600
selangor,Selangor,Selangor,female,2020,3255.0,2523.0,1077500
selangor,Selangor,Selangor,female,2021,3169.3,2347.0,971600
terengganu,Terengganu,Terengganu,female,2010,1674.0,1200.0,76200
terengganu,Terengganu,Terengganu,female,2011,1608.0,1174.0,85600
terengganu,Terengganu,Terengganu,female,2012,1735.0,1200.0,85500
terengganu,Terengganu,Terengganu,female,2013,1804.0,1000.0,83400
terengganu,Terengganu,Terengganu,female,2014,1904.0,1000.0,89500
terengganu,Terengganu,Terengganu,female,2015,2112.0,1300.0,93800
terengganu,Terengganu,Terengganu,female,2016,2309.0,1300.0,93200
terengganu,Terengganu,Terengganu,female,2017,2524.0,2145.0,104800
terengganu,Terengganu,Terengganu,female,2018,2678.0,1903.0,101600
terengganu,Terengganu,Terengganu,female,2019,2721.0,1853.0,112700
terengganu,Terengganu,Terengganu,female,2020,2418.0,1312.0,113800
terengganu,Terengganu,Terengganu,female,2021,2482.7,1592.0,124400
sabah,Sabah,Sabah,female,2010,1535.0,1200.0,184900
sabah,Sabah,Sabah,female,2011,1629.0,1200.0,218800
sabah,Sabah,Sabah,female,2012,1630.0,1200.0,228400
sabah,Sabah,Sabah,female,2013,1911.0,1400.0,250500
sabah,Sabah,Sabah,female,2014,2029.0,1450.0,259399
sabah,Sabah,Sabah,female,2015,2075.0,1400.0,265200
sabah,Sabah,Sabah,female,2016,2194.0,1542.0,264700
sabah,Sabah,Sabah,female,2017,2503.0,1800.0,262300
sabah,Sabah,Sabah,female,2018,2807.0,1964.0,264800
sabah,Sabah,Sabah,female,2019,2845.0,2060.0,268500
sabah,Sabah,Sabah,female,2020,2770.0,1808.0,284600
sabah,Sabah,Sabah,female,2021,2886.7,1924.0,289100
sarawak,Sarawak,Sarawak,female,2010,1593.0,1100.0,185700
sarawak,Sarawak,Sarawak,female,2011,1654.0,1141.0,198100
sarawak,Sarawak,Sarawak,female,2012,1652.0,1100.0,209900
sarawak,Sarawak,Sarawak,female,2013,1817.0,1300.0,213600
sarawak,Sarawak,Sarawak,female,2014,1959.0,1250.0,236800
sarawak,Sarawak,Sarawak,female,2015,2094.0,1500.0,248200
sarawak,Sarawak,Sarawak,female,2016,2179.0,1500.0,247400
sarawak,Sarawak,Sarawak,female,2017,2529.0,2145.0,254400
sarawak,Sarawak,Sarawak,female,2018,2767.0,1952.0,265800
sarawak,Sarawak,Sarawak,female,2019,2805.0,2070.0,277400
sarawak,Sarawak,Sarawak,female,2020,2507.0,1593.0,293200
sarawak,Sarawak,Sarawak,female,2021,2988.7,2384.0,332400
wp-kuala-lumpur,W.P. Kuala Lumpur,W.P. Kuala Lumpur,female,2010,2082.0,1800.0,242700
wp-kuala-lumpur,W.P. Kuala Lumpur,W.P. Kuala Lumpur,female,2011,2359.0,2000.0,259800
wp-kuala-lumpur,W.P. Kuala Lumpur,W.P. Kuala Lumpur,female,2012,2514.0,2000.0,250300
wp-kuala-lumpur,W.P. Kuala Lumpur,W.P. Kuala Lumpur,female,2013,2510.0,2050.0,272300
wp-kuala-lumpur,W.P. Kuala Lumpur,W.P. Kuala Lumpur,female,2014,2939.0,2350.0,270600
wp-kuala-lumpur,W.P. Kuala Lumpur,W.P. Kuala Lumpur,female,2015,2899.0,2500.0,255600
wp-kuala-lumpur,W.P. Kuala Lumpur,W.P. Kuala Lumpur,female,2016,3281.0,2420.0,248200
wp-kuala-lumpur,W.P. Kuala Lumpur,W.P. Kuala Lumpur,female,2017,3774.0,2500.0,261000
wp-kuala-lumpur,W.P. Kuala Lumpur,W.P. Kuala Lumpur,female,2018,4173.0,2930.0,246300
wp-kuala-lumpur,W.P. Kuala Lumpur,W.P. Kuala Lumpur,female,2019,4145.0,3179.0,249900
wp-kuala-lumpur,W.P. Kuala Lumpur,W.P. Kuala Lumpur,female,2020,3524.0,3028.0,255900
wp-kuala-lumpur,W.P. Kuala Lumpur,W.P. Kuala Lumpur,female,2021,3686.6,2863.0,282400
wp-labuan,W.P. Labuan,W.P. Labuan,female,2010,1685.0,1324.0,9900
wp-labuan,W.P. Labuan,W.P. Labuan,female,2011,1833.0,1459.0,10200
wp-labuan,W.P. Labuan,W.P. Labuan,female,2012,1794.0,1360.0,10900
wp-labuan,W.P. Labuan,W.P. Labuan,female,2013,2071.0,1500.0,10000
wp-labuan,W.P. Labuan,W.P. Labuan,female,2014,2165.0,1500.0,10800
wp-labuan,W.P. Labuan,W.P. Labuan,female,2015,2185.0,1500.0,10800
wp-labuan,W.P. Labuan,W.P. Labuan,female,2016,2332.0,1762.0,11400
wp-labuan,W.P. Labuan,W.P. Labuan,female,2017,2439.0,1800.0,9600
wp-labuan,W.P. Labuan,W.P. Labuan,female,2018,2858.0,2024.0,11300
wp-labuan,W.P. Labuan,W.P. Labuan,female,2019,3075.0,2261.0,10700
wp-labuan,W.P. Labuan,W.P. Labuan,female,2020,2603.0,1716.0,12400
wp-labuan,W.P. Labuan,W.P. Labuan,female,2021,3119.4,2063.0,14400
wp-putrajaya,W.P. Putrajaya,W.P. Putrajaya,female,2010,2393.0,1989.0,18900
wp-putrajaya,W.P. Putrajaya,W.P. Putrajaya,female,2011,2670.0,2240.0,20300
wp-putrajaya,W.P. Putrajaya,W.P. Putrajaya,female,2012,2862.0,2514.0,19900
wp-putrajaya,W.P. Putrajaya,W.P. Putrajaya,female,2013,2925.0,2347.0,19100
wp-putrajaya,W.P. Putrajaya,W.P. Putrajaya,female,2014,3358.0,2775.0,20500
wp-putrajaya,W.P. Putrajaya,W.P. Putrajaya,female,2015,3541.0,3000.0,17100
wp-putrajaya,W.P. Putrajaya,W.P. Putrajaya,female,2016,3762.0,3250.0,18600
wp-putrajaya,W.P. Putrajaya,W.P. Putrajaya,female,2017,3971.0,3500.0,18400
wp-putrajaya,W.P. Putrajaya,W.P. Putrajaya,female,2018,4120.0,3563.0,18900
wp-putrajaya,W.P. Putrajaya,W.P. Putrajaya,female,2019,4453.0,3710.0,17600
wp-putrajaya,W.P. Putrajaya,W.P. Putrajaya,female,2020,4393.0,3729.0,18300
wp-putrajaya,W.P. Putrajaya,W.P. Putrajaya,female,2021,4473.8,3837.0,18300
